id,sloka,translation,
1588,kaphānuge yūṣaśākaṃ dadyādvātānuge rasam| raktapitte yavāgūnāmataḥ kalpaḥ pravakṣyate||43||,"For those with kapha dominance, a tonic made from spinach and mustard seeds is recommended; for those with Pitta dominance, a cooling concoction of barley and coral sapphire should be prepared; these remedies should be slightly sour, salty, and pungent in taste.",
1589,padmotpalānāṃ kiñjalkaḥ pṛśniparṇī yaṅgukāḥ| jale sādhyā rase tasmin peyā syādraktapittinām||44||,"Upon digesting the juice of the lotus leaves and the stems of water plants, one should give (dadyāt) a medicine (śākam) that has the qualities (anuge) of moving downward (vāta) to alleviate the redness (raktapitta) caused by an imbalance of phlegm (kapha) and bile (pitta) in those who suffer from such ailments. This is the recommended practice (kalpaḥ).",
1590,candanośīralodhrāṇāṃ rase tadvat nāgare| kirātatiktakośīramustānāṃ tadvadeva ca||45|| dhātakīdhanvayāsāmbubilvānāṃ vā rase śṛtā| masūrapṛśniparṇyorvā sthirāmudgarase'tha vā||46|| rase hareṇukānāṃ vā saghṛte sabalārase| siddhāḥ  pārāvatādīnāṃ rase vā syuḥ pṛthakpṛthak||47|| ityuktā raktapittaghnyaḥ śītāḥ samadhuśarkarāḥ| yavāgvaḥ kalpanā caiṣā kāryā māṃsaraseṣvapi||48||,"The soft fibers of lotus and blue water lilies, the juices of pomegranate, banyan leaves, liquorice, and jasmine; the juices of rice, barley, wheat, and pulse plants; the juices of sugarcane, coconut, and harita fruit; or even the distinct juices of siddha plants - all can be used as a cooling and astringent medicine for blood-related ailments.",
1591,śaśaḥ savāstukaḥ śasto vibandhe  raktapittinām| vātolbaṇe tittiriḥ syādudumbararase śṛtaḥ||49|| mayūraḥ plakṣaniryūhe nyagrodhasya ca  kukkuṭaḥ| rase bilvotpalādīnāṃvartakakrakarau hitau||50|| tṛṣyate tiktakaiḥ siddhaṃ tṛṣṇāghnaṃ vā phalodakam|  siddhaṃ vidārigandhādyairathavāśṛtaśītalam||51||,"The moon promotes the juiciness of ushira and lodhraa; similarly, in a city , a Kirata does the same for bitter plants ; the dhataki and dhanvaya trees provide juice to bilva and other plants ; a steady mudga plant exists; in the west , cooling trees like the date palm and barley are imagined to exist; even in meat there are juices ; separate , raktapittaghnya and shita herbs should be used for their juices to alleviate thirst or provide coolness .",
1592,jñātvā doṣāvanubalau balamāhārameva ca| jalaṃ pipāsave  dadyādvisargādalpaśo'pi vā||52||,"Even a feeble person, who knows the strength of balancing the harmful and beneficial , should give water to drink; or, if thirsty, fruits, roots, leaves, etc., that are cool, fragrant, and quenching, such as a myna bird in the udumbara tree, a peacock in the plaksha-niryuha tree, or a cock on bilva, utpala, etc. plants; for this is beneficial for those who are thirsty due to hot and intense wind or raktapitta diseases.",
1593,nidānaṃ raktapittasya yatkiñcit samprakāśitam| jīvitārogyakāmaistanna sevyaṃ raktapittibhiḥ||53|| ityannapānaṃ nirdiṣṭaṃ kramaśo raktapittanut|54|,"Knowing the causes of anemia, one should consume an appropriate amount of iron-containing food and, occasionally, even small amounts of water should be given. This has been declared as the regimen for anemia.",
1594,vakṣyate bahudoṣāṇāṃ kāryaṃ balavatāṃ ca yat||54|| akṣīṇabalamāṃsasya yasya santarpaṇotthitam| bahudoṣaṃ balavato  raktapittaṃ śarīriṇaḥ||55|| kāle saṃśodhanārhasya taddharennirupadravam| virecanenordhvabhāgamadhogaṃ vamanena ca||56||,"The cause of the manifestation of a little bit of the symptoms of anemia and jaundice in one who is not weak or lacking in strength; for such a person afflicted by many faults, it is proper to treat pitta (bile) at the appropriate time through downward-directed emesis and purgation.",
1595,trivṛtāmabhayāṃ prājñaḥphalānyāragvadhasya vā| trāyamāṇāṃ gavākṣyā vā mūlamāmalakāni vā||57|| virecanaṃ prayuñjīta prabhūtamadhuśarkaram| rasaḥ śasyate teṣāṃ raktapitte viśeṣataḥ||58||,"The wise one should apply a strong purgative when there is an increase of many faults in the body, such as that which arises from an imbalance of the bodily humors , and which affects the eyesight ; they should clear away the root causes of these faults through a purgative that is abundant in its qualities . The juice of these will be evident, especially in the red and yellow biles . This should be done at an appropriate time , in a manner that is free from harm , through upward-moving purgation of the upper portion and downward-moving purgation of the lower portion.",
1596,vamanaṃ madanonmiśro manthaḥ sakṣaudraśarkaraḥ|  saśarkaraṃ vā salilamikṣūṇāṃ rasa eva vā||59|| vatsakasya phalaṃ mustaṃ madanaṃ madhukaṃ madhu| adhovahe raktapitte vamanaṃ paramucyate||60||,"The enlightened one, with unwavering courage, should prepare the decoction of Arugvadha for emesis made from three ingredients and additionally either unsalted curd or water. Among them, the one that is specifically prepared using a large quantity of honey and clarified butter, and which has a salty-sweet taste, is declared to be the best for kapha dominant conditions.",
1597,ūrdhvage śuddhakoṣṭhasya tarpaṇādiḥ kramo hitaḥ| adhogate yavāgvādirna cetsyānmārutobalī||61||,"The proper sequence for performing tarpaNa ( libation) on the pure costal region of Urdhvagas, starting with mantha mixed with a little bit of Madana, then Saksu and Udra, followed by the juice of sugarcane, is said to be the most beneficial. If not, it is considered as something that increases the flow of rakta (red liquid or blood) and pitta (bile).",
1598,balamāṃsaparikṣīṇaṃ śokabhārādhvakarśitam| jvalanādityasantaptamanyairvā kṣīṇamāmayaiḥ||62|| garbhiṇīṃ sthaviraṃ bālaṃ rūkṣālpapramitāśinam| avamyamavirecyaṃ vā yaṃ paśyedraktapittinam||63|| śoṣeṇa sānubandhaṃ vā tasya saṃśamanī yā| śasyate raktapittasya paraṃ sā'tha pravakṣyate||64||,"If one performs the ritual of tarpanam (offering libations) to a purified container, starting from the top and moving downwards, then for that person, an herbal mixture made from barley can serve as a wind that regulates the imbalance of phlegm and bile in a person affected by rakta Pitta (a dosha in traditional Indian medicine characterized by an excess of bile and blood). This is known as samshani, an effective remedy for raktapitta. Moreover, it will be revealed as the supreme cure for such a condition.",
1599,aṭarūṣakamṛdvīkāpathyākvāthaḥ saśarkaraḥ| madhumiśraḥ śvāsakāsaraktapittanibarhaṇaḥ||65|| aṭarūṣakaniryūhe priyaṅguṃ mṛttikāñjane|  vinīyalodhraṃ kṣaudraṃ ca raktapittaharaṃ pibet||66||,"The weakened woman, overwhelmed by the burden of excessive grief, should look to the radiant and rejuvenating sun's energy, intensified by fires, as a remedy for her blood and bile disorders. She should drink a concoction made from bala, priyaṅgu, mṛttikāñjana, lodhra, kṣaudra, all of which alleviate blood and bile disorders, and are beneficial for the elderly and children alike, as well as being light, easily digestible, and devoid of impurities. Now I will explain the supreme remedy for rakta pitta.",
1600,padmakaṃ padmakiñjalkaṃ dūrvāṃ vāstūkamutpalam|  nāgapuṣpaṃ ca lodhraṃ ca tenaiva vidhinā pibet||67||,"One should drink [the concoction of] padmaka and padmakijalka, as well as durvā, vāstūkamutpala, nāgapuṣpa, and lodhrā, mixed with madhu, śarkara, and śvāsa, which is beneficial for kāsa, rakta pitta, and nibarhaṇa, after having prepared it with ataruṣaka, mṛttikā, āñjana, vinīya, and haram.",
1601,prapauṇḍarīkaṃ madhukaṃ madhu cāśvaśakṛdrase| yavāsabhṛṅgarajasormūlaṃ vā gośakṛdrase||68|| vinīya raktapittaghnaṃ peyaṃ syāttaṇḍulāmbunā| yuktaṃ vā maghusarpirbhyāṃ lihyādgośvaśakṛdrasam||69||,"One should drink padma-kam (a type of drink), padmakiñjalkam (another type of drink), dūrvā (type of grass), vāstū (type of plant), kam (a type of fragrant drink), utpalam (a type of lotus), nāga (a type of plant), puṣpam (flower) mixed together, following this method: first make raktapittaghnaṃ (something that counteracts blood disorders) by adding peyaṃ (drink) with tanḍulāmbunā (a measure of rice); then mix it with maghusarpiḥ (type of cereal) and bhyāṃ (with both), this gośakṛdrasam (taste like a cow's milk).",
1602,khadirasya priyaṅgūṇāṃ kovidārasya śālmaleḥ| puṣpacūrṇāni madhunā lihyānnā raktapittikaḥ||70||,"The expert in the qualities of Khadira (a type of tree) and Śālmali (silk-cotton tree), O horse, should mix honey with fresh flowers, after extracting its sap, along with water from a pond or river, for it to become a nourishing food and drink that eliminates redness and bile.",
1603,śṛṅgāṭakānāṃ lājānāṃ mustakharjūrayorapi|  lihyāccūrṇāni madhunā padmānāṃ keśarasya ca||71|| dhanvajānāmasṛglihyānmadhunā mṛgapakṣiṇām| sakṣaudraṃ grathite rakte lihyāt pārāvataṃ śakṛt||72||,"The expert in the use of Khadira and Priyangu woods, Salmali's flower garland powder, mixed with honey and made red with lac dye, is fit for anointing the sacrificial offerings of both elephants and birds.",
1604,uśīrakālīyakalodhrapadmakapriyaṅgukākaṭphalaśaṅkhagairikāḥ| pṛthak pṛthak candanatulyabhāgikāḥśarkarāstaṇḍuladhāvanāplutāḥ||73||,"Of the Usira and Kalika plants, mustard seeds, the juices of Kharjura and Lajavrika, broken down by madhu, as well as the keśara of Padma, mixed separately with red sandalwood powder and madhu, applied to the flowers and feathers of animals and birds, (all these) are individually prepared.",
1605,raktaṃ sapittaṃ tamakaṃ pipāsāṃ dāhaṃ ca pītāḥ śamayanti sadyaḥ| kirātatiktaṃ kramukaṃ samustaṃ kamalotpale ca||74||  hrīberamūlāni paṭolapatraṃ durālabhā parpaṭako mṛṇālam|  dhanañjayodumbaravetasatvaṅnyagrodhaśāleyayavāsakatvak||75|| tugālatāvetasataṇḍulīyaṃsasārivaṃmocarasaḥ samaṅgā|    pṛthak pṛthak candanayojitāni tenaiva kalpena hitāni tatra||76|| niśisthitā vā svarasīkṛtā vā kalkīkṛtāvā mṛditāḥ śṛtā vā| ete samastā gaṇaśaḥ pṛthagvā raktaṃ sapittaṃ śamayanti yogāḥ||77||,"Made of sandalwood, liquorice, mango, patala, priyangu, kapittha, karira, punnaga, kesara, and sugar, either mixed together in equal parts or applied separately, these yogic practices, whether performed individually or collectively, soothe the red and burning sensations of thirst. (74-76)

These are the group of all such yogic practices that mitigate the symptoms of pitta and rakta doshas in the body. (77)

The individual words used in this verse convey the importance of various natural ingredients like sandalwood, liquorice, mango, patala, priyangu, kapittha, karira, punnaga, kesara, and sugar in creating yogic practices that can help soothe the symptoms of certain doshas in the body. The verse highlights the significance of using these natural resources to create yogic practices that have medicinal value and can improve one's health and well-being.",
1606,mudgāḥ  salājāḥsayavāḥ kṛṣṇāḥ sośīramustāḥsaha candanena|  balājale paryuṣitāḥ kaṣāyā raktaṃ sapittaṃ śamayantyudīrṇam||78||,"Made of dark, powerful Salijas and Krishnas, adorned with red flags, smeared with candana, they still the thirst and heat of pitta, utilizing safflower and blue lotus from Hriberamula, as well as other plants like Dhanya, Udumbara, Vetasa, Nyagrodha, Shala, Vasaka, Tugalata, Avetasatanduliyamsasarivamocarasa, all compounded together. These are the means to counteract pitta, either used at night or prepared as prescribed, and they include Yogas such as Kalki, Krta, Mrta, Itaah, Sritaava, Ete, Samastaganashah, all created for this purpose.",
1607,vaidūryamuktāmaṇigairikāṇāṃ mṛcchaṅkhahemāmalakodakānām| madhūdakasyekṣurasasya caiva pānācchamaṃ gacchati raktapittam||79|| uśīrapadmotpalacandanānāṃ pakvasya loṣṭasya ca yaḥ prasādaḥ saśarkaraḥ  kṣaudrayutaḥ suśīto raktātiyogapraśamāya deyaḥ||80|| priyaṅgukācandanalodhrasārivāmadhūkamustābhayadhātakījalam|  samṛtprasādaṃ saha yaṣṭikāmbunā saśarkaraṃ raktanibarhaṇaṃ param||81||,"The fresh, cool sap extracted from the black mustard seeds, when mixed with the essence of sandalwood powder and water, becomes a potion that alleviates red complexion caused by heat. (79)

The combination of usheera, priyangu, and kacandala, when blended with the juices of sariva, madhuka, and musta, creates a nectar-like drink that is soothing to the throat, eliminates fear, and pacifies excessive thirst. (80-81)",
1608,kaṣāyayogairvividhairyathoktairdīpte'nale  śleṣmaṇi  nirjite  ca|  yadraktapittaṃ praśamaṃ  na  yāti tatrānilaḥsyādanu tatra kāryam||82||  chāgaṃ payaḥ syāt paramaṃ prayoge gavyaṃ śṛtaṃ pañcaguṇe jale vā|  saśarkaraṃ mākṣikasamprayuktaṃ vidārigandhādigaṇaiḥ śṛtaṃ vā||83|| drākṣāśṛtaṃ nāgarakaiḥśṛtaṃ vā balāśṛtaṃ gokṣurakaiḥ śṛtaṃ vā|  sajīvakaṃ sarṣabhakaṃ sasarpiḥ payaḥ prayojyaṃ sitayā śṛtaṃ vā||84||,"Indeed, one who is free from duḥkha (suffering) and adorned with various kaṣāya (impurities) removes the anxiety in the mind, just as a polished gem removes darkness. When rakta (reddish) pitta (bile) becomes pacified by the intake of pāna (drinks) such as uśīra (vetiver), padma (lotus), utpala (blue water lily), candanānām (sandalwood), and madhū (honey), it indicates a healthy state. Similarly, when anila (wind) does not leave the body, one should consider it as an indication of proper digestion of pakva (cooked) food, loṣṭa (dust), kṣaudra (mud), and other substances. Furthermore, when the body feels light after taking a bath in water mixed with āmalaka (Indian gooseberry), mudgapuṣpam (green gram flowers), jīvaka ( Indian spikenard), yaṣṭika (turmeric), ambu (water), śarkara (sugar), and other fragrant substances, it indicates a healthy state. Additionally, consuming ghee prepared from cow's milk, drinking fresh sugarcane juice, or eating fruits with proper chewing aids in maintaining good health.",
1609,śatāvarīgokṣurakaiḥ śṛtaṃ vā śṛtaṃ payo vā'pyatha parṇinībhiḥ|  raktaṃ nihantyāśu viśeṣatastu yanmūtramārgāt sarujaṃ yāti||85||,"Using various means such as heating, squeezing with plant materials like *Gokshura*, *Jivaka*, *Sarsapa*, *Balaa* and so on, or mixing it with other substances like water, milk, ghee, etc., the red Pitta (a bodily humor according to Ayurveda) is aggravated and released through the appropriate channels, bringing about a cooling effect.",
1610,viśeṣato viṭpathasampravṛtte payo mataṃ mocarasena siddham| vaṭāvarohairvaṭaśuṅgakairvā hrīberanīlotpalanāgarairvā||86||  kaṣāyayogān payasā purā vā pītvā'nu cādyāt payasaiva śālīn|  kaṣāyayogairathavā vipakvametaiḥ pibet sarpiratisrave ca||87||,"By consuming the milk of a hundred cows, or even that of a single one, along with the bark of creepers such as madhavi and kshirika, or with red leaves of parṇinī, the yellowish impurities are quickly eliminated from the urinary tract, causing relief from discomfort. Alternatively, one may consume milk processed with such ingredients, or even ripened with them, to alleviate the symptoms of snakebite.",
1611,vāsāṃ saśākhāṃ sapalāśamūlāṃ kṛtvā kaṣāyaṃ kusumāni cāsyāḥ|  pradāya kalkaṃ vipacedghṛtaṃ tat sakṣaudramāśvevanihanti raktam||88||  iti vāsāghṛtam|,"Having specially prepared a decoction of safflower and other red plants, mixed with cow's milk, and having filtered it, one should drink it in the morning, following the established tradition. This is known as vasaghritam.",
1612,palāśavṛntasvarasena  siddhaṃ tasyaiva kalkena madhudraveṇa| lihyādghṛtaṃ vatsakakalkasiddhaṃ tadvat   samaṅgotpalalodhrasiddham||89||  syāttrāyamāṇāvidhireṣa eva sodumbare caiva  paṭolapatre | sarpīṃṣi pittajvaranāśanāni  sarvāṇi śastāni ca raktapitte||90||,"By making [kusumani (flowers)] of saśākhām (having branches) sapalāśamūlām (derived from Palasha trees), and applying kaṣāyam (the color) to them, if one anoints oneself with the kalkam (extract) of madhudraveṇa (honeybee) and vipacedghṛtam (clarified butter) that has been quickly mixed with kṣaudram (saffron), it would destroy raktam (impurities in blood) and iti (thus) be beneficial for paṭolapatre (skin) and sodumbare (complexion). Additionally, all śastāni (medicines) that are used to cure pittajvaranāśanāni (fever caused by bile) would also become effective.",
1613,abhyaṅgayogāḥ pariṣecanāni sekāvagāhāḥ śayanāni veśma|  śīto vidhirbastividhānamagryaṃ  pittajvare yat praśamāya diṣṭam||91|| tadraktapitte nikhilena kāryaṃ kālaṃ ca mātrāṃ ca purā samīkṣya| sarpirguḍā ye ca hitāḥ kṣatebhyaste raktapittaṃ śamayanti sadyaḥ||92||,"The yogic massages, anointments, and therapeutic baths, as well as sleeping in a cool room, are the primary means of alleviating Pitta fever. After considering the time, quantity, and the state of fully ripened Kalka (medicated paste) made from Palasa leaves, Madhu (honey), Ghrita (ghee), Vatsaka (a type of herb), and Udumbara bark, one should apply it to the affected area. Similarly, using all methods that pacify pitta fever, such as those employing Sarpis (clarified butter) or Tre (three-leaved plant), should be implemented without delay.",
1614,kaphānubandhe rudhire sapitte kaṇṭhāgate syādgrathite prayogaḥ|  yuktasya yuktyāmadhusarpiṣośca  kṣārasya caivotpalanālajasya||93|| mṛṇālapadmotpalakeśarāṇāṃ tathā palāśasya tathā priyaṅgoḥ|  tathā madhūkasya tathā'sanasya kṣārāḥ  prayojyā vidhinaiva tena||94||,"For one who is composed, the practice of abhyanga, parisesana, seka, avagahas, shayana in a proper dwelling, and basti should be determined according to the suitable time and measure, considering pitta's pacification in conditions like kaphanubandhe, rudhire, sapitte, kanthagate, grathite, and prayoga. The use of ghrita and madhu, which pacify ksharasya and malajasya, is also recommended for palashasya, priyanga, madhukasya, and asanasya.",
1615,śatāvarīdāḍimatintiḍīkaṃ kākolimede madhukaṃ vidārīm|  piṣṭvā ca mūlaṃ phalapūrakasya ghṛtaṃ pacet kṣīracaturguṇaṃ jñaḥ||95|| kāsajvarānāhavibandhaśūlaṃ tadraktapittaṃ ca ghṛtaṃ nihanyāt|  yat pañcamūlairatha pañcabhirvā siddhaṃ ghṛtaṃ tacca   tadarthakāri||96|| iti  śatāvaryādighṛtam|,"One who is knowledgeable should cook ghee by boiling the expressed juice of the hundred-blossomed creeper, after filtering it through a strainer made of jasmine, bamboo, and lotus stalks, as well as the fibers of munja and madhūka creepers. This is capable of alleviating consumption, hot flashes, bleeding from the throat, and indigestion; it also eliminates bile-related ailments. When prepared with five ingredients, including the aforementioned five substances, it becomes an effective medicine for all diseases. This is known as ""ghee made from the hundred-blossomed creeper.""",
1616,kaṣāyayogā ya ihopadiṣṭāste cāvapīḍe bhiṣajā prayojyāḥ| ghrāṇāt pravṛttaṃ rudhiraṃ sapittaṃ yadā bhavenniḥsṛtaduṣṭadoṣam||97||  rakte praduṣṭe hyavapīḍabandhe duṣṭapratiśyāyaśirovikārāḥ|  raktaṃ sapūyaṃ kuṇapaścagandhaḥ syād ghrāṇanāśaḥ  kṛmayaścaduṣṭāḥ||98||,"The roots and fruits of shatavari, kakoli, madhuka, and vidari, when pounded and cooked with ghee and milk, are a remedy for kasa, jvara, nāha, and vibandha, as they counteract the impurities in rakta and pitta, eliminating unpleasant odors, krimi, and adverse symptoms such as ghrana-nasha and shula.",
1617,nīlotpalaṃ gairikaśaṅkhayuktaṃ sacandanaṃ syāttu  sitājalena| nasyaṃ tathā''mrāsthirasaḥ samaṅgā sadhātakīmocarasaḥ salodhraḥ||99||  drākṣārasasyekṣurasasya nasyaṃ kṣīrasya dūrvāsvarasasya caiva|  yavāsamūlāni  palāṇḍumūlaṃ nasyaṃ tathā  dāḍimapuṣpatoyam||100||  priyālatailaṃ madhukaṃ payaśca siddhaṃ ghṛtaṃ māhiṣamājikaṃ vā| āmrāsthipūrvaiḥ payasā ca nasyaṃ  sasārivaiḥ syāt  kamalotpalaiśca||101||,"Medicinal powders such as indigo and red sandalwood, sacred earth, and rock salt, when mixed with cool water, can be used to cleanse the nostrils. Similarly, a mixture of juice from sugarcane, pomegranate, licorice, ginger, turmeric, and camphor can also be used. Additionally, one may use decoctions made from priyala, madhuka, milk, ghee, meat soups, or sesame oil. Washings with these substances, along with honey and rock salt, are recommended when there is an excess of impure blood, bile, or phlegm; when the nasal passages become congested due to colds or other ailments; or when foul-smelling discharge is present. Such practices help eliminate harmful bacteria, clear obstructions in the nose, and restore proper functioning of the olfactory senses.",
1618,bhadraśriyaṃ lohitacandanaṃ ca prapauṇḍarīkaṃ kamalotpale ca| uśīravānīrajalaṃ mṛṇālaṃ sahasravīryā madhukaṃ payasyā||102||  śālīkṣumūlāni yavāsagundrāmūlaṃ nalānāṃ kuśakāśayośca| kucandanaṃ śaivalamapyanantā kālānusāryā tṛṇamūlamṛddhiḥ||103||  mūlāpuṣpāṇi ca vārijānāṃ pralepanaṃ puṣkariṇīmṛdaśca|  udumbarāśvatthamadhūkalodhrāḥ kaṣāyavṛkṣāḥ śiśirāśca sarve||104||  pradehakalpe pariṣecane ca tathā'vagāhe ghṛtatailasiddhau| raktasya pittasya ca śāntimicchan bhadraśriyādīni bhiṣak prayuñjyāt||105||,"A person who is anointed with blue lotus, red sandalwood, and a mix of gairikah and conch should be like cool water. They should be firm in their resolve, with a balanced bile and phlegm, and free from the impurities caused by the three doshas. Their diet should consist of rice, barley, sugarcane, juices, milk, well-cooked meat, and fruits such as grapes and pomegranates. They should also consume foods that have a sweet aftertaste, are agreeable to the mind, and promote the growth of intelligence. When performing ablutions, anointing, or drinking ghrita, they should recite the names of auspicious substances such as curd, milk, and honey. They should also chant mantras to pacify any remaining doshas in the body. (102-105)

The ingredients mentioned here are all considered cooling and calming for the body and mind. The three doshas refer to vata, pitta, and kapha, which are the three energies that govern all biological functions in the body. When they are balanced, the body is healthy, and when imbalanced, disease can occur. In Ayurvedic medicine, diet and lifestyle play a significant role in maintaining this balance, as do various practices such as ablutions and anointing with oils or other substances. Mantras and the recitation of auspicious names are also used to promote healing and balance in the body and mind.",
1619,dhārāgṛhaṃ bhūmigṛhaṃ suśītaṃ vanaṃ ca ramyaṃ jalavātaśītam| vaidūryamuktāmaṇibhājanānāsparśāśca  dāhe  śiśirāmbuśītāḥ||106|| patrāṇi puṣpāṇi ca vārijānāṃ kṣaumaṃ ca śītaṃ kadalīdalāni| pracchādanārthaṃ śayanāsanānāṃ padmotpalānāṃ ca  dalāḥ praśastāḥ||107||,"A blessed abode is a house made of clay and a cool forest, embellished with gems like turquoise and pearls, soft to touch. Even more so are the thousand-fold brave warriors, honey, rice, sugarcane, sugar, roots and grains, and plants that provide shade and shelter, along with lotus leaves and water lilies. Cool are the banyan, pipal, and udumbara trees, as well as those of other cold seasons. In every age, they bring about prosperity when used for plastering walls, making perfumes, or in medicinal treatments for rakta and pitta imbalances. Therefore, O physician, utilize these for the enhancement of beauty and well-being.",
1620,priyaṅgukācandanarūṣitānāṃ sparśāḥ priyāṇāṃ ca varāṅganānām| dāhe praśastāḥ sajalāḥ suśītāḥ padmotpalānāṃ ca kalāpavātāḥ||108||,"The cool touches of sandalwood and the refreshing breeze of the grove are soothing to those who reside in the abode on earth. The clear and cool water from the river, the various leaves and flowers, as well as the soft cushions made from the bark of the banana tree, all serve as comfortable seating and sleeping arrangements for the priya (dear) ones. All these are praised and beneficial in the cold season.",
1621,sariddhradānāṃ himavaddarīṇāṃ candrodayānāṃ kamalākarāṇām| mano'nukūlāḥ śiśirāśca sarvāḥ kathāḥ saraktaṃ śamayanti pittam||109||,"The cool and soothing touches of the sandalwood-scented Priyangu plants calm the heated bodies of the beloved women of the Himalayan region. Likewise, the gentle breezes carrying the fragrance of lotus and blue water lilies also have a soothing effect.",
1622,tatra ślokau hetuṃ vṛddhiṃ sañjñāṃ sthānaṃ liṅgaṃpṛthak praduṣṭasya| mārgau sādhyamasādhyaṃ yāpyaṃ  kāryakramaṃ caiva||110||  pānānnamiṣṭameva ca varjyaṃ saṃśodhanaṃ ca śamanaṃ ca|  gururuktavānyathāvaccikitsite raktapittasya||111||,"In treating the ailment of someone with too much bile, one should consider the following: the flowing of waters from the Himalayas and the lakes, the rising of the moon (candra) and the opening of lotus (kamala) flowers, cool conversations and thoughts that are favorable. One should avoid pungent foods. The instructions of the guru regarding this should be followed, even if they differ from other opinions.",
1623,ityagniveśakṛte  tantre carakapratisaṃskṛtecikitsitasthāne raktapittacikitsitaṃ nāma caturtho'dhyāyaḥ||4||,"In the fourth chapter of the treatise ""Caraka,"" concerning therapies described in the text and pertaining to the location for the treatment of bleeding and bile disorders, it is named ""Raktapittacikitsitam.""",
1624,athātaḥ pāṇḍurogacikitsitaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"""Now we shall explain the cure for the disease 'pandura' (a type of skin disorder), as described in the treatise 'Caraka', which has been revised and updated. This is the fourth chapter named 'Caturtha Adhyaya'.""",
1625,pāṇḍurogāḥ smṛtāḥ pañca vātapittakaphaistrayaḥ|  caturthaḥ sannipātena pañcamo bhakṣaṇānmṛdaḥ||3||,"Now we will explain the five diseases related to wind, bile, phlegm, and their combination, as previously mentioned in the context of treatment for ""pāṇḍu""-like disorders.",
1626,doṣāḥ pittapradhānāstu yasya kupyanti dhātuṣu|  śaithilyaṃ tasya dhātūnāṃ gauravaṃ copajāyate||4||  tato varṇabalasnehā ye cānye'pyojaso guṇāḥ|  vrajanti kṣayamatyarthaṃ doṣadūṣyapradūṣaṇāt||5||,"In the case of a person affected by the Pandu disease, whose five bodily components are dominated by an excess of the Vata and Pitta doshas, if such a person's components become loose and heavy due to aggravation of the Doshas, then other qualities such as complexion, strength, and vigor begin to decline significantly due to being tainted by the harmful effects of the increased Doshas.",
1627,so'lparakto'lpamedasko niḥsāraḥ śithilendriyaḥ|  vaivarṇyaṃ bhajate tasya hetuṃ śṛṇu salakṣaṇam||6||,"The primary doshas (faults) in the body, namely pitta (bile), when they become aggravated due to laxity of tissues, cause a decrease in the qualities of complexion, strength, and affection, as well as an increase in other impurities due to excessive corruption. Listen to their distinguishing signs.",
1628,kṣārāmlalavaṇātyuṣṇaviruddhāsātmyabhojanāt|  niṣpāvamāṣapiṇyākatilatailaniṣevaṇāt||7||  vidagdhe'nne divāsvapnādvyāyāmānmaithunāttathā|  pratikarmartuvaiṣamyādvegānāṃ ca vidhāraṇāt||8||  kāmacintābhayakrodhaśokopahatacetasaḥ|  samudīrṇaṃ yadā pittaṃ hṛdaye samavasthitam||9||  vāyunā balinā kṣiptaṃ samprāpya dhamanīrdaśa|  prapannaṃ kevalaṃ dehaṃ tvaṅmāṃsāntaramāśritam||10||  pradūṣya kaphavātāsṛktvaṅmāṃsāni karoti tat|  pāṇḍuhāridraharitān varṇān bahuvidhāṃstvaci||11||  sa pāṇḍuroga ityuktaḥ ...|12|,"He, who is of weak constitution, with little blood, and has loose flesh, suffers from wind-related disorders. Listen to the symptoms of this ailment known as ""pāṇḍuroga"" - his body becomes pale, his flesh wastes away, and he develops various skin complexions due to the imbalance caused by the expulsion of bodily fluids and phlegm, affected by the powerful movement of wind within the body.",
1629,.. tasya liṅgaṃ bhaviṣyataḥ|  hṛdayaspandanaṃ raukṣyaṃ svedābhāvaḥ śramastathā||12||,"Consumed by the ingestion of food that is sour, salty, excessively hot, conflicting, unwholesome, and arising from the excessive use of sesame oil, soured dough, and other such substances; as well as from overthinking, desire, fear, anger, sorrow, and a mind disturbed by various causes – when bile, situated in the heart or brought there by a strong force, agitates the bodily channels, causing phlegm-related disorders and changing the color of the skin in many ways; then, pervading the limbs, muscles, and fatty tissues, it transforms them into the symptoms of anemia.",
1630,sambhūte'smin bhavet sarvaḥ karṇakṣveḍī hatānalaḥ|  durbalaḥ sadano'nnadviṭ śramabhramanipīḍitaḥ||13||,"When this universe has taken shape, all weakness, deafness, exhaustion, and oppression from exertion should be absent; a feeble person, unable to withstand hunger, should not exist.",
1631,gātraśūlajvaraśvāsagauravārucimānnaraḥ|  mṛditairiva gātraiśca pīḍitonmathitairiva||14||  śūnākṣikūṭo haritaḥ śīrṇalomā hataprabhaḥ|  kopanaḥ śiśiradveṣī nidrāluḥ ṣṭhīvano'lpavāk||15||  piṇḍikodveṣṭakaṭyūrupādaruksadanāni ca|  bhavantyārohaṇāyāsairviśeṣaścāsya [1] vakṣyate||16||,"When a person is born in this world, if they have injured ears, a weak digestive fire, are frail, unsteady, and have a poor complexion; if they are averse to food, are lazy, easily fatigued, and often dizzy, with weak limbs and are troubled by phlegm and wind; all these symptoms indicate that their overall health is impaired.",
