id,sloka,translation,Unnamed: 3
1291,śaradvasantayorvidvāñjvarasya pratikārayet| kālaprakṛtimuddiśya nirdiṣṭaḥ prākṛto jvaraḥ||48||,"During the autumn, when the sun has heated, the one who gets angry is said to be feverish. Therefore, a fever arises from an aggravation of phlegm in him. If even air and bile become unbalanced at the start or end, recognizing this, one should take action.",
1292,prāyeṇānilajo duḥkhaḥ kāleṣvanyeṣu vaikṛtaḥ|  hetavo vividhāstasya nidāne sampradarśitāḥ||49||,"In the majority of cases, pain arising from fever is manifested differently in different seasons, such as spring; its causes are pointed out in various contexts. The fever's natural form and its modified form (prākṛtaḥ and vaikṛtaḥ) are shown through the verb 'uddiśya', which means 'pointing out'.",
1293,balavatsvalpadoṣeṣu jvaraḥ sādhyo'nupadravaḥ| hetubhirbahubhirjāto balibhirbahulakṣaṇaḥ||50||  jvaraḥ prāṇāntakṛdyaśca śīghramindriyanāśanaḥ| saptāhādvā daśāhādvā dvādaśāhāttathaiva ca||51||  sapralāpabhramaśvāsastīkṣṇo hanyājjvaro naram| jvaraḥ kṣīṇasya śūnasya gambhīro dairgharātrikaḥ||52||  asādhyo balavān yaśca keśasīmantakṛjjvaraḥ|53|,"""Being the chief cause, fever is generally produced by various factors at different times in other beings. It can be easily diagnosed and has various symptoms. Sometimes it quickly reduces the strength of a person and causes loss of consciousness, stupor, and heavy breathing. In some cases, it is difficult to cure and can be fatal, like the fever caused by consumption of contaminated food or drinks.""",
1294,srotobhirvisṛtā doṣā guravo rasavāhibhiḥ||53||  sarvadehānugāḥ stabdhā jvaraṃ kurvanti santatam|  daśāhaṃ dvādaśāhaṃ vā saptāhaṃ vā suduḥsahaḥ||54||,"Even a slight impurity in the veins, the esteemed cause being an abundant quantity of noxious elements, continuously brings about fever. Quickly it ruins the life force of a person whose senses have been destroyed and is weakened or emaciated. A profound and long-lasting one, it remains insurmountable, even for the strong-haired and powerful.",
1295,sa śīghraṃ śīghrakāritvāt praśamaṃ yāti hanti vā|  kāladūṣyaprakṛtibhirdoṣastulyo hi santatam||55||,"Flowing through the channels, having been made heavy by the accumulated impurities, they (the bodily humors) always make one afflicted with disease, just like the twelve-fold and seven times stronger unwholesome states, which are always present and similar to a heavy burden.",
1296,niṣpratyanīkaḥ kurute tasmājjñeyaḥ suduḥsahaḥ|  yathā dhātūṃstathā  mūtraṃ purīṣaṃ cānilādayaḥ||56||  yugapaccānupadyante niyamāt  santate jvare|  sa śuddhyā vā'pyaśuddhyā vā rasādīnāmaśeṣataḥ||57||  saptāhādiṣu kāleṣu praśamaṃ yāti hanti vā|  yadā tu nātiśudhyanti na vā śudhyanti sarvaśaḥ||58||,"He who quickly causes calm or destruction, that one's nature becomes pure or impure through time, in the course of a week or other periods. When it does not become completely pure or impure, then it remains unstable.",
1297,dvādaśaite samuddiṣṭāḥ santatasyāśrayāstadā|  visargaṃ dvādaśe kṛtvā divase'vyaktalakṣaṇam||59||  durlabhopaśamaḥ kālaṃ dīrghamapyanuvartate|  iti buddhvā jvaraṃ vaidya upakrāmettu santatam  ||60||  kriyākramavidhau yuktaḥ prāyaḥ prāgapatarpaṇaiḥ|61|,"Therefore, he should be understood as the one who performs the sequence correctly from the established principles. Just as in the formation of words like mootra and purisha, the elements (dhatus) come together in a fixed order, so do the various steps of the therapeutic process need to follow a set sequence for a fever to subside. When this is done correctly, even impurities, whether removed or not, will not hinder the therapeutic process. At the right time, it (the fever) either subsides completely or is significantly reduced.",
1298,raktadhātvāśrayaḥ prāyo doṣaḥ satatakaṃ jvaram||61||  sapratyanīkaḥ kurute kālavṛddhikṣayātmakam|  ahorātre satatako dvau kālāvanuvartate||62||,"The most common ailment, having red elements as its basis, is usually incurable. A person brings about a chronic disease characterized by aging over time. Day and night, this ailment persistently follows its course. Having understood this, one should resort to the healer, who is adept at the subtle and hard-to-find cessation of time's elusive nature. Indeed, being always engaged in the proper sequence of actions is most appropriate.",
1299,kālaprakṛtidūṣyāṇāṃ prāpyaivānyatamādbalam|  anyedyuṣkaṃ jvaraṃ doṣo ruddhvā medovahāḥ sirāḥ||63||  sapratyanīko janayatyekakālamaharniśi|,"The nourisher of the body, when afflicted by an incurable disease, brings about the wasting of its own strength; or, a constant enemy causes a single moment of distress during day and night.",
1300,doṣo'sthimajjagaḥ kuryāttṛtīyakacaturthakau||64||  gatirdvyekāntarā'nyedyurdoṣasyoktā'nyathā  paraiḥ|  anyedyuṣkaṃ jvaraṃ kuryādapi saṃśritya śoṇitam||65||,"Upon encountering the unwholesome, one should apply a counterforce; this is the teaching for restraining unwholesome actions. If afflicted by disease, one should cause the flow of blood, even seeking help from others, while lying down with limbs stretched out and the life-force weakened.",
1301,māṃsasrotāṃsyanugato janayettu tṛtīyakam|  saṃśrito medaso mārgaṃ doṣaścāpi caturthakam  ||66||  anyedyuṣkaḥ pratidinaṃ dinaṃ hitvā tṛtīyakaḥ|  dinadvayaṃ yo viśramya pratyeti sa caturthakaḥ||67||,"The third [one] should produce (tṛtīyakam) the flow from flesh and fat that has been eaten, and the fourth should establish (caturthakam) in the path of blood vessels. Every day, one should adopt a different practice, abandoning one of them; after resting for two days, the one who returns is the fourth. The fault lies in deviating from what has been stated (uktā) regarding this.",
1302,adhiśete yathā bhūmiṃ bījaṃ kāle ca rohati|  adhiśete tathā dhātuṃ doṣaḥ kāle ca kupyati||68||  sa vṛddhiṃ balakālaṃ ca prāpya doṣastṛtīyakam|  caturthakaṃ ca kurute pratyanīkabalakṣayāt||69||  kṛtvā vegaṃ gatabalāḥ sve sve sthāne vyavasthitāḥ|  punarvivṛddhāḥ sve kāle jvarayanti naraṃ malāḥ||70||,"Just as plants sprout from the earth when irrigated, similarly a flaw arises in the element (dhātu) at an appropriate time due to being ""watered"" with causative activity. Having reached the third stage of life and gaining strength, one performs the fourth-stage activity, which entails assessing the enemy's forces. After completing this three-day task, having rested, he who returns to his previous duties once again brings about affliction to mankind when rejuvenated at his proper time.",
1303,kaphapittāttrikagrāhī pṛṣṭhādvātakaphātmakaḥ|  vātapittācchirogrāhī trividhaḥ syāttṛtīyakaḥ||71||  caturthako darśayati prabhāvaṃ dvividhaṃ jvaraḥ|  jaṅghābhyāṃ ślaiṣmikaḥ pūrvaṃ śirasto'nilasambhavaḥ||72||,"Just as the seed of a bija tree sprouts in due course, so do the three doshas (kapha, pitta, and vata) manifest in their respective sites in the body. Among them, vata, located in the hips and hands, becomes aggravated first; then, when it has reached its full strength and combined with the other two doshas, it produces a severe fever. This fever can present itself in two ways: as a cold type that originates from the joints, or as a hot type that arises from the head. The fourth type of fever, trividhakta, occurs when the three doshas become aggravated simultaneously. Once this has happened, they must be reduced by appropriate measures, so that strength can be regained. When the doshas have been sufficiently reduced and the body rejuvenated, a person will once again be established in their proper state of health. Then, just as one would order a servant to perform a task, you should tell the fever to leave the patient's body.",
1304,viṣamajvara evānyaścaturthakaviparyayaḥ|  trividho dhāturekaiko dvidhātusthaḥ karoti yam||73||,"The fourth type of fever, caused by an imbalance of the three doshas (kapha from the chest, pitta from the bile, and vata from the wind) is manifested in three ways - as a grasping force from behind, a movement from the sides (jaṅghābhyām), and a chill from the head. This is shown by the two kinds of fever called ślaiṣmika and sambhava.",
1305,prāyaśaḥ sannipātena dṛṣṭaḥ pañcavidho jvaraḥ|  sannipāte tu yo bhūyān sa doṣaḥ parikīrtitaḥ||74||,"The fever is typically seen to be of five types, according to its predominant humoral origin. But when it becomes particularly severe, it is called a dosha, attributed to a particular humor.",
1306,ṛtvahorātradoṣāṇāṃ  manasaśca balābalāt|  kālamarthavaśāccaiva jvarastaṃ taṃ prapadyate||75||,"With the gathering of the five types of fever, one usually seeks out the one who is known to be skilled in treating such ailments, as well as the imbalance of the mind and body.",
1307,gurutvaṃ dainyamudvegaḥ sadanaṃ chardyarocakau|  rasasthite bahistāpaḥ sāṅgamardo vijṛmbhaṇam||76||,"The heaviness of despair and fear becomes the abode of the faults in the mind, as well as of weakness at times; indeed, it is this fever that one seeks refuge from.",
1308,raktoṣṇāḥ piḍakāstṛṣṇā saraktaṃ ṣṭhīvanaṃ muhuḥ|  dāharāgabhramamadapralāpā raktasaṃsthite||77||,"Heaviness, poverty, agitation, and excitement have been present in his abode; the two tasteless substances, along with the solid and liquid parts of his body, have swollen; outside, there is intense heat; she, lying on the body, causes it to puff up.",
1309,antardāhaḥ satṛṇmohaḥ saglāniḥ sṛṣṭaviṭkatā|  daurgandhyaṃ gātravikṣepo jvare māṃsasthite bhavet||78||,"In the heated (usnah) bodies, repeated occurrences of redness (pidakasrsnah), intense coloration (saraktam), inflammation (durgandhyam), and unsteadiness (gatraviksepah) become established (sthivanam). [In this state,] the intoxicated (mada) and deluded (moha) become passive (raktah) as well.",
1310,svedastīvrā pipāsā ca pralāpo vamyabhīkṣṇaśaḥ|  svagandhasyāsahatvaṃ ca medaḥsthe glānyarocakau||79||,"In him, afflicted by intense heat and thirst, there arises an uncontrollable trembling, a foul odor from his body, and a discoloration; such are the symptoms of someone suffering from fever.",
1311,virekavamane cobhe sāsthibhedaṃ prakūjanam|  vikṣepaṇaṃ ca gātrāṇāṃ śvāsaścāsthigate jvare||80||,"Sweating, sharp thirst, and constant talking, vomiting, hiccups, the impairment of bodily odor's potency, the weakening of fat, and the impairment of taste—these are the symptoms that occur in a feverish person.",
1312,hikkā śvāsastathā kāsastamasaścātidarśanam|  marmacchedo bahiḥ śaityaṃ dāho'ntaścaiva majjage||81||,"The hiccoughs and breathing stop in the one who is about to die; similarly, the perception of the outer and inner objects also ceases. The flesh becomes stiff, and heat is no longer felt; the mind's agitations come to a halt.",
1313,śukrasthānagataḥ śukramokṣaṃ kṛtvā vināśya ca|  prāṇaṃ vāyvagnisomaiśca sārdhaṃ gacchatyasau vibhuḥ||82||,"The vital air in the form of in-breath and out-breath, having seen the subtlemost location of semen and having destroyed the obscuration caused by ignorance, along with the functions of movement, digestion, and warmth, goes outwardly; indeed, this is the all-pervading one.",
1314,rasaraktāśritaḥ sādhyo medomāṃsagataśca yaḥ|  asthimajjagataḥ kṛcchraḥ śukrastho naiva siddhyati||83||,"Endowed with reproductive fluid and nourishment, the one who seeks liberation but performs acts causing destruction along with breathing, moving air, fire, and with the help of soma, yet fails to attain liberation – that goddess (prayed to for emancipation) does not fulfill the aspiration of such a person.",
1315,hetubhirlakṣaṇaiścoktaḥ pūrvamaṣṭavidho jvaraḥ|  samāsenopadiṣṭasya vyāsataḥ śṛṇu lakṣaṇam||84||,"The fever, described earlier with eight characteristics, has been caused by the intake of rakta (impure blood) and has progressed to affect the medas (fatty tissue) and māṃsa (muscles). If it has also affected the bones (asthi) and marrow (majja), then it is a severe kṛcchra fever, which causes loss of shukra (reproductive tissues/semen), and cannot be easily cured. Listen to its distinguishing features.",
1316,śiroruk  parvaṇāṃ bhedo dāho romṇāṃ praharṣaṇam|  kaṇṭhāsyaśoṣo vamathustṛṣṇā mūrcchā bhramo'ruciḥ||85||  svapnanāśo'tivāgjṛmbhā vātapittajvarākṛtiḥ|,"According to earlier stated symptoms, listen to the characteristics of a fever that has been described: it is marked by shivering at the head and body hair standing on end, a dryness of the throat and palate, thirst, fainting, delirium, and loss of sleep, as well as its various forms arising from an imbalance of wind, bile, and phlegm.",
1317,śītako gauravaṃ tandrā staimityaṃ parvaṇāṃ ca ruk||86||  śirograhaḥ pratiśyāyaḥ kāsaḥ svedāpravartanam|  santāpo madhyavegaśca vātaśleṣmajvarākṛtiḥ||87||,"The one with a cool head displays pride; fatigue, the splitting of joints, and fevers are signs of imbalance in the body's tissues. Throat dryness, mouth disturbances, wasting, delusion, loss of vision, fainting, tremors, and loss of normal body functions indicate an upset dosha. The swelling, sweating, and shaking caused by wind; the increased heat, yellowing of eyes and skin, and foul odor from the body are symptoms of bile imbalance. Phlegm dominance is marked by heaviness in the body, congestion, and a dull complexion.",
1318,muhurdāho muhuḥ śītaṃ svedastambho  muhurmuhuḥ|  mohaḥ kāso'rucistṛṣṇā śleṣmapittapravartanam||88||  liptatiktāsyatā tandrā śleṣmapittajvarākṛtiḥ|  ityete dvandvajāḥ proktāḥ ...|89|,"Sweating, chills, dizziness, pallor, and shivering; thirst, exhaustion, delusion, and the onset of phlegm, bile, and fever—these pairs are declared...",
1319,... sannipātaja ucyate||89||  sannipātajvarasyordhvaṃ trayodaśavidhasya hi|  prāksūtritasya vakṣyāmi lakṣaṇaṃ vai pṛthak pṛthak||90||,"A fever known as ""sannipātaj"" is spoken of, whose symptoms I will describe one by one: repeated shivering, heat, sweating, stiffness, delirium, cough, loss of appetite, thirst, and the increase of phlegm and bile.",
1320,bhramaḥ pipāsā dāhaśca gauravaṃ śiraso'tiruk|  vātapittolbaṇe vidyālliṅgaṃ mandakaphe jvare||91||,"I will describe the distinct symptoms of a disease occurring in three parts: its upward movement, the thirteenth stage of its manifestation, and what has been previously stated.",
1321,śaityaṃ kāso'rucistandrāpipāsādāharugvyathāḥ|  vātaśleṣmolbaṇe vyādhau liṅgaṃ pittāvare viduḥ||92||,"They recognize the symptom of phlegmatic disorder in a person as being overweight, excessive thirst, and fever; they know the sign of bile-related illness to be lightness, emaciation, and heat in the body; and they understand that in a person affected by wind disorder, there is trembling, and gas. (92)",
1322,chardiḥ śaityaṃ muhurdāhastṛṣṇā moho'sthivedanā|  mandavāte vyavasyanti liṅgaṃ pittakapholbaṇe||93||,"What is the remedy for this excessive thirst, exhaustion, fainting, burning, and inflammation that afflict the body and respiration, and for the accumulation of phlegm and other impurities in the dual diseases? The wise ones know the markers (of these ailments).",
1323,sandhyasthiśirasaḥ śūlaṃ pralāpo gauravaṃ bhramaḥ|  vātolbaṇe syād dvyanuge tṛṣṇā kaṇṭhāsyaśuṣkatā||94||,"At the sandhyakala, a trishna (thirst) similar to the burning of agni arises in the throat; it is due to the increased flow of vata, pitta, and kapha. This makes one feel dizzy and unsteady.",
1324,raktaviṇmūtratā dāhaḥ svedastṛḍ balasaṅkṣayaḥ|  mūrcchā ceti tridoṣe syālliṅgaṃ pitte garīyasi||95||,"In the case of an imbalance in the three doshas, there will be a fever starting from the head, described as resembling a red thread, followed by sweating and wasting away; next comes loss of consciousness, located in the throat and chest, with thirst being especially prominent.",
1325,ālasyārucihṛllāsadāhavamyaratibhramaiḥ|  kapholbaṇaṃ sannipātaṃ tandrākāsena cādiśet||96||,"""Reddish bile, along with mucus, should be indicated when there is lack of enthusiasm, emaciated strength, consumption, fainting, and (when) there are two symptoms in the Pittas.""",
1326,pratiśyā chardirālasyaṃ tandrā'rucyagnimārdavam|  hīnavāte pittamadhye liṅgaṃ śleṣmādhike matam||97||,"In the middle of phlegm, when there is an unpleasant taste, a weakening of digestive fire, and a decrease in vigor; when there's heaviness, delusion, and an increase in mucus; then, it is advised that one should manage this situation with a treatment approach.",
1327,hāridramūtranetratvaṃ dāhastṛṣṇā bhramo'ruciḥ|  hīnavāte madhyakaphe liṅgaṃ pittādhike matam||98||,"In this context, hardness, sluggishness, and unsteady fire-like lustre are considered inferior characteristics in the middle of phlegm and wind, which exceeds in bile and pitta.",
1328,śirorugvepathuḥ śvāsaḥ pralāpaśchardyarocakau|  hīnapitte madhyakaphe liṅgaṃ syānmārutādhike||99||,"The sneeze, thirst, and imbalance are symptoms of excessive heat; a diminished Pitta is the sign in the middle of the body, while increased Vata is indicated by tremors and wasting in the part known as Adhika.",
1329,śītako gauravaṃ tandrā pralāpo'sthiśiro'tiruk|  hīnapitte vātamadhye liṅgaṃ śleṣmādhike viduḥ||100||,"The previous part of the compound words, ""shira-ruk,"" refers to a person's head. This head is characterized by vepathu (trembling), sha (perspiration), and pralapa (babbling). Additionally, there is chardi (vomiting) in the middle of the hina (emaciated) body, which has pitte (phlegm). All these symptoms are observed in a person suffering from a disease located in the chest area, near kaphe (kapha dosha), and it manifests as a lingam (symptom or sign). This condition is identified when such a state arises in a māruta (windy) location.",
1330,śvāsaḥ kāsaḥ pratiśyāyo mukhaśoṣo'tipārśvaruk|  kaphahīne pittamadhye liṅgaṃ vātādhike matam||101||,"The one with a steady breath and stable mind, free from excessive talking and lethargy, with well-formed bones and head, having insufficient phlegm in the middle of the bodily fluids and being situated above windiness is considered to have good health.",
1331,varcobhedo'gnidaurbalyaṃ [3] tṛṣṇā dāho'rucirbhramaḥ|  kaphahīne vātamadhye liṅgaṃ pittādhike viduḥ||102||,"You, who can dry up (śoṣaḥ) this (ayaḥ) face (mukha) on one side (pārśva) when (prati) there is a decrease (hīne) of phlegm (kapha), and who can make (vātā) the marker (liṅgam) of bile (pittā) appear in the middle (madhye) - what do they consider you to be?",
1332,sannipātajvarasyordhvamato vakṣyāmi lakṣaṇam|  kṣaṇe dāhaḥ kṣaṇe śītamasthisandhiśirorujā||103||  sāsrāve kaluṣe rakte nirbhugne cāpi darśane [4] |  sasvanau sarujau karṇau kaṇṭhaḥ śūkairivāvṛtaḥ||104||,"Of the fever known as ""sannipātajvara,"" I will describe its symptoms. The heat intensifies and then subsides, alternating quickly. Its appearance is foul, like impurities in water or blood; yet even when not visible, it can be detected. Its nostrils emit a strong odor, and its ears resemble the color of dried-up leaves.",
1333,tandrā mohaḥ pralāpaśca kāsaḥ śvāso'rucirbhramaḥ|  paridagdhā kharasparśā jihvā srastāṅgatā param||105||,"I will describe the symptoms of a fever's onset in a moment: an upward movement of the fever, then suddenly, a sinking sensation, chills, next chattering of teeth, and finally, a throbbing headache.",
1334,ṣṭhīvanaṃ raktapittasya kaphenonmiśritasya ca|  śiraso loṭhanaṃ tṛṣṇā nidrānāśo hṛdi vyathā||106||,"Intense delusion and incoherent speech are the predecessors of pallor and emaciation; a trembling sensation, disturbed sense of touch, and dryness of the tongue follow.",
1335,svedamūtrapurīṣāṇāṃ cirāddarśanamalpaśaḥ|  kṛśatvaṃ nātigātrāṇāṃ pratataṃ kaṇṭhakūjanam||107||,"The sweating, reddening, and paling of the body, long unseen; emaciation not due to excessive thinness, and the disappearance of thirst and sleep: all these signs indicate distress in the heart.",
1336,koṭhānāṃ śyāvaraktānāṃ maṇḍalānāṃ ca darśanam|  mūkatvaṃ srotasāṃ pāko gurutvamudarasya ca||108||  cirāt pākaśca doṣāṇāṃ sannipātajvarākṛtiḥ|109|,"Of excretions, the viewing of types marked by white and red, lightness of feces, absence of urine, little production of sweat in the body, and sound in the throat – these are slowly attained, not excessively, and are signs of digestion's completion; a long-term buildup of impurities resembles fever. (108-109)",
1337,doṣe vibaddhe naṣṭe'gnau sarvasampūrṇalakṣaṇaḥ||109||  sannipātajvaro'sādhyaḥ kṛcchrasādhyastvato'nyathā| nidāne trividhā proktā yā pṛthagjajvarākṛtiḥ||110||  saṃsargasannipātānāṃ tayā coktaṃ svalakṣaṇam|111|,"Of coaches, you two, examine the round shapes' colors, the state of black and red; observe the properties of pāka, mūkatva, gurutva of mixtures; understand the long-standing doṣas of intestines, described as sannipātajvara. This threefold manifestation of jvara is declared in relation to the contact and combination of various things.",
1338,āganturaṣṭamo yastu sa nirdiṣṭaścaturvidhaḥ||111||  abhighātābhiṣaṅgābhyāmabhicārābhiśāpataḥ|,"In the sacred fire, when all defining characteristics are lost and bound, it is declared as the eighth type of guest (who comes uninvited). Destroyed by the afflictions of abuse and physical harm, as well as by curses, such a situation is described. Furthermore, if the individual feverish symptoms arise separately or combined with others, then their distinct forms are to be considered. This has been declared as the established characteristic of that (feverish state).",
1339,śastraloṣṭakaśākāṣṭhamuṣṭyaratnitaladvijaiḥ||112||  tadvidhaiśca hate gātre jvaraḥ syādabhighātajaḥ|  tatrābhighātaje vāyuḥ prāyo raktaṃ pradūṣayan||113||  savyathāśophavaivarṇyaṃ karoti sarujaṃ jvaram|114|,"The invader, identified as the eighth, who is of four types, caused by external injury, assault, or curse, once vanquished, a fever arising in the body will subside; this fever, moreover, causes discoloration and swelling in the affected area.",
1340,kāmaśokabhayakrodhairabhiṣaktasya yo jvaraḥ||114||,"The fever that is caused by the striking of weapons, stones, sticks, and arrows on the body of one who is attacked by desire, anger, fear, and sorrow, and is made red and discolored by the wind carrying the redness of blood, becomes specifically severe.",
1341,so'bhiṣaṅgājvaro jñeyo yaśca bhūtābhiṣaṅgajaḥ|  kāmaśokabhayādvāyuḥ krodhāt pittaṃ trayo malāḥ||115||,"The fever that is caused by desire, sorrow, fear, and anger is known as Pitta when it manifests in the form of three impurities.",
1342,bhūtābhiṣaṅgāt kupyanti bhūtasāmānyalakṣaṇāḥ|  bhūtādhikāre vyākhyātaṃ tadaṣṭavidhalakṣaṇam||116||,"The fever arising from the contact with worldly beings is what makes one angry, agitated by desires, sorrows, and fears, as well as what causes wind, bile, and phlegm; such are identified as the three fundamental bodily humors.",
1343,viṣavṛkṣānilasparśāttathā'nyairviṣasambhavaiḥ|  abhiṣaktasya cāpyāhurjvarameke'bhiṣaṅgajam||117||,"""They say that the one who is anointed becomes irritated by contacts with a poisonous tree or its fruits, and also by symptoms of illness arising from other causes; this has been explained as referring to the specific characteristics of the previously mentioned eight.""",
1344,cikitsayā viṣaghnyaiva sa śamaṃ labhate naraḥ|  abhicārābhiśāpābhyāṃ siddhānāṃ yaḥ pravartate||118||,"By treating with the antidote derived from poisonous trees and winds, one can attain peace, they say; such is the view of those who consider fever to be a manifestation of a harmful possession.",
1345,sannipātajvaro ghoraḥ sa vijñeyaḥ suduḥsahaḥ|  sannipātajvarasyoktaṃ liṅgaṃ yattasya tat smṛtam||119||,"By medical treatment, indeed, should be approached the fever that arises from a gathering, which is fierce and difficult to understand. The characteristic mark of this fever is remembered as the curse resulting from hostile damaging actions.",
1346,cittondriyaśarīrāṇāmartayo'nyāśca naikaśaḥ|  prayogaṃ tvabhicārasya dṛṣṭvā śāpasya caiva hi||120||,"The dreadful fever is surely recognizable as something to be overcome once its manifestation and the means of checking it, as well as its cause, have been learned.",
1347,svayaṃ śrutvā'numānena lakṣyate  praśamena vā|  vaividhyādabhicārasya śāpasya ca tadātmake||121||,"By directly experiencing or inferring, one can perceive the manifestation of disturbance in the mind, body, and senses, as well as the transgression and condemnation at that very moment.",
1348,yathākarmaprayogeṇa lakṣaṇaṃ syāt pṛthagvidham|  dhyānaniḥśvāsabahulaṃ liṅgaṃ kāmajvare smṛtam||122||  śokaje bāṣpabahulaṃ trāsaprāyaṃ bhayajvare|  krodhaje bahusaṃrambhaṃ bhūtāveśe tvamānuṣam||123||,"Upon hearing this (the scripture), one should infer and determine the different identifiers through experience. In a tranquil state, an abundance of controlled breathing is remembered as an indicator in desire-infused situations. In sorrow, profuse tears; in fear, trembling; and in anger, excessive excitement are to be regarded as human, not supernatural.",
1349,mūrcchāmohamadaglānibhūyiṣṭhaṃ viṣasambhave|  keṣāñcideṣāṃ liṅgānāṃ santāpo jāyate puraḥ||124||  paścāttulyaṃ tu keṣāñcideṣu kāmajvarādiṣu|  kāmādijānāmuddiṣṭaṃ jvarāṇāṃ yadviśeṣaṇam||125||,"In what way does each type of symptom manifest according to its own nature? Consider, for example, the distinct symptoms of a seizure or fainting spell, and those that arise from desire, such as excessive thirst or fever. What is the distinguishing feature of fevers in humans? This is what needs to be considered.",
1350,kāmādijānāṃ rogāṇāmanyeṣāmapi tat smṛtam|  manasyabhihate pūrvaṃ kāmādyairna tathā balam||126||  jvaraḥ prāpnoti vātādyairdeho yāvanna dūṣyati|  dehe cābhiha(dru)te pūrvaṃ vātādyairna tathā balam||127||  jvaraḥ prāpnoti kāmādyairmano yāvanna dūṣyati| te pūrvaṃ kevalāḥ paścānnijairvyāmiśralakṣaṇāḥ||128||  hetvauṣadhaviśiṣṭāśca bhavantyāgantavo jvarāḥ|129|,"Among the diseases born of desire, this one is remembered as arising from what intoxicates the mind - it does not have the same force as those caused by wind, etc., in the body. When the body is tainted by wind and other such causes, a fever arises; similarly, when the mind is previously affected by desire and the like, it also gives rise to a fever. At first, only these symptoms are visible; later, other signs of weakness appear. These two kinds of fevers - those caused by desire and those caused by wind - become aggravated through their own particular causes; they become distinct from each other as having different characteristics.",
1351,saṃsṛṣṭāḥ sannipatitāḥ pṛthagvā kupitā malāḥ||129||  rasākhyaṃ dhātumanvetya paktiṃ  sthānānnirasya ca|  svena tenoṣmaṇa caiva kṛtvā dehoṣmaṇo balam||130||  srotāṃsi ruddhvā samprāptāḥ kevalaṃ dehamulbaṇāḥ|  santāpamadhikaṃ dehe janayanti narastadā||131||  bhavatyatyuṣṇasarvāṅgo jvaritastena cocyate|132|,"The impurities, born of desire and ignorance, have gathered and stand apart, causing affliction. By recognizing the elements in the body and their origin, along with the inherent vitality and that derived from pure substances, one can restrain the senses and prevent such afflictions. When the body becomes overheated due to these impurities, it is described as feverish. Approaching with specially selected remedies, fevers can be alleviated.",
1352,srotasāṃ sanniruddhatvāt svedaṃ nā nādhigacchati||132||  svasthānāt pracyute cāgnau prāyaśastaruṇejvare|133|,"When the flowing channels are obstructed, sweat does not arise; similarly, when the impurities have gathered and become inflamed due to the approach of fire in the stomach, one should remove them with one's own means, that is, by causing the heated bodily fluids to flow out. This alone gives strength to the bodily channels, making them unobstructed. When this is accomplished, the body becomes capable of enduring an excessive amount of heat without becoming afflicted by disease, and it is said that such a person becomes 'atypushna-sarva-anga', or having a very high body temperature throughout their entire being.",
1353,aruciścāvipākaśca gurutvamudarasya ca||133||  hṛdayasyāviśuddhiśca tandrā cālasyameva ca|  jvaro'visargī balavān doṣāṇāmapravartanam||134||  lālāpraseko hṛllāsaḥ kṣunnāśo virasaṃ  mukham|  stabdhasuptaguruvaṃ ca gātrāṇāṃ bahumūtratā||135||  na viḍ jīrṇā na ca glānirjvarasyāmasya lakṣaṇam|,"Of the bodily channels, obstructed flow does not reach the pore; nor does it get outside. In a young person, fever usually rages in the fire of the body. The signs of this fever are not decay, weakness, or emaciation.",
1354,jvaravego'dhikastṛṣṇā pralāpaḥ śvasanaṃ bhramaḥ||136||  malapravṛttirutkleśaḥ pacyamānasya lakṣaṇam|137|,"A decline in digestive fire, heaviness of the stomach and heart, loss of purity, drowsiness, and indolence; these are the symptoms of a feverish person. Also present are excessive thirst, great strength, emergence of impurities, reddened eyes, fainting, foul smell from the mouth, stiffness in limbs, drooling, and wasting away - all marks of advancing fever.",
1355,kṣut kṣāmatā laghutvaṃ ca gātrāṇāṃ jvaramārdavam||137||  doṣapravṛttiraṣṭāho nirāmajvaralakṣaṇam|138|,"The symptom of a fever is an increased pulse, excessive thirst, uncontrolled talking, heavy breathing, confusion, and the production of impurities in one who is cooking (i.e., undergoing a spiritual practice).",
1356,navajvare divāsvapnasnānābhyaṅgānnamaithunam||138||  krodhapravātavyāyāmān kaṣāyāṃśca vivarjayet|139|,"Desire for hunger and sleep, the softness of bodily ailments, the emergence of anger, the aggravation of impurities – these should be avoided during the daytime.",
1357,jvare laṅghanamevādāvupadiṣṭamṛte jvarāt||139||  kṣayānilabhayakrodhakāmaśokaśramodbhavāt  |140|,"In fever, it has been previously instructed that one should avoid sleep during the day, bathing, anointing oneself with oil, eating, and sexual intercourse. Anger, too, should be avoided. One should also avoid exhaustion, despondency, fear, and anxiety, which arise from the fever.",
1358,laṅghanena kṣayaṃ nīte doṣe sandhukṣite'nale||140||  vijvaratvaṃ laghutvaṃ ca kṣuccaivāsyopajāyate  |  prāṇāvirodhinā cainaṃ laṅghanenopapādayet||141||  balādhiṣṭhānamārogyaṃ yadartho'yaṃ kriyākramaḥ|142|,"Upon being instructed at the onset, when fever has subsided, lightness and loss of heaviness arise due to the elimination of causes such as desire, fear, anger, attachment, sorrow, and fatigue. One should bring about this sequence of actions gently, not forcefully, for it is the basis of strength and health.",
