id,sloka,translation,Unnamed: 3
1231,jalaiśca vāsārkakarañjaśigrukāśmaryapatrārjakajaiśca  siddhaiḥ|  svinno mṛdūṣṇai  ravitaptatoyaiḥ snātaśca gandhairanulepanīyaḥ||67||,"Washed in fragrant waters and anointed with divine unguents,
massaged with various ointments and smeared with paste made from
Bilva, Priyangu, Daru, Kushtha, Utpala, Musta, Padma, and Palasha,
all carefully selected based on merit, and bathed in waters heated by the sun.",
1232,savetasāḥ kṣīravatāṃ drumāṇāṃ tvacaḥ samañjiṣṭhalatāmṛṇālāḥ|  sacandanāḥ padmakavālakau ca paitte pradehastu satailapākaḥ||68||  āktasya tenāmbu raviprataptaṃ sacandanaṃ sābhayapadmakaṃ ca|  snāne hitaṃ kṣīravatāṃ kaṣāyaḥ kṣīrodakaṃ candanalepanaṃ ca||69||,"Washed with water and anointed with fragrances, when one becomes softened by the gentle, warm rays of the sun, they become capable of producing shoots similar to those of graceful kasha, arjaka, shigru, and other plants. The bathing in such water and application of sandalwood paste is beneficial for the growth of excellent quality rice and lotus, and for removing impurities from it. Specifically, rice that has been treated with this water becomes capable of growth (āktasya), and ten such rice grains, when cooked, can produce a stalk bearing a ear/cob (pradehaḥ) that is as valuable as a hundred normal stalks (satailapākaḥ).",
1233,kaphe tu kṛṣṇāsikatāpurāṇapiṇyākaśigrutvagumāpralepaḥ|  kulatthaśuṇṭhījalamūtrasekaścaṇḍāgurubhyāmanulepanaṃ ca||70||,"In the bark of the tree resembling a Kshira vine, shredded and soaked in water heated by the sun, as well as in the saffron-like Kashaayah, when applied to the skin that resembles the sheath of a drum and has the consistency of soft lotus petals, mixed with Chandanam, is beneficial for bathing.",
1234,bibhītakānāṃ phalamadhyalepaḥ sarveṣu dāhārtiharaḥ pradiṣṭaḥ|  yaṣṭyāhvamustaiḥ sakapitthapatraiḥ sacandanaistatpiḍakāsu lepaḥ||71||,"The paste, known as bibhītaka-madhya-lepa, has been recommended for all types of burns. It is made by mixing the powder of kulattha and dried shunthi with water and urine, as well as iron filings. This paste is then applied to affected areas using hands that have been anointed with ghee and dusted with candana powder.",
1235,rāsnāvṛṣārkatriphalāviḍaṅgaṃ śigrutvaco mūṣikaparṇikā ca|   nimbārjakau vyāghranakhaḥ sadūrvā suvarcalā tiktakarohiṇī ca||72||  sakākamācī bṛhatī sakuṣṭhā punarnavā citrakanāgare ca|  unmardanaṃ śophiṣu mūtrapiṣṭaṃ śastastathā mūlakatoyasekaḥ||73||,"For those tormented by insects, the following remedies are prescribed: applying fruit as a balm to the site of affliction, which alleviates all burning pain; using the tender shoot of the mustard tree, sacred fig leaves, and black myrobalan bark; consuming juice extracted from costus and punarnava roots; and drinking a decoction made from citrakanaga flowers.",
1236,śophāstu gātrāvayavāśritā ye te sthānadūṣyākṛtināmabhedāt|  anekasaṅkhyāḥ  katicicca teṣāṃ nidarśanārthaṃ gadato nibodha||74||,"Of those who stain various bodily parts, such as the head, arms, and legs, as well as those who resemble tree bark, a tiger, or its claws, and those who share habits with an elephant, dog, cat, or deer, learn for the sake of identification the characteristics of the excretions, spitting, and washing of those who are causes of corruption, whether they be numerous or few, as well as their distinct physical forms.",
1237,doṣāstrayaḥ svaiḥ kupitā nidānaiḥ kurvanti śophaṃ śirasaḥ sughoram| antargale ghurghurikānvitaṃ ca śālūkamucchvāsanirodhakāri||75||,"Comprehend the three causes, when driven by their own anger, they bring about a severe swelling on the body parts and, taking the form of a harsh, rattling sound, obstruct breathing within the throat.",
1238,galasya sandhau cibuke gale ca sadāharāgaḥ śvasanāsu  cograḥ|  śopho bhṛśārtistu biḍālikā  syāddhanyādgale cedvalayīkṛtā sā||76||,"A fault, specifically a harsh sound in the throat, arises when one suppresses a cough that originates from one's own sources of irritation. Alternatively, a whistling sound at the neck may occur if the airflow is constricted in some other manner.",
1239,syāttāluvidradhyapi dāharāgapākānvitastāluni sā tridoṣāt|  jihvopariṣṭādupajihvikā syāt kaphādadhastādadhijihvikā ca||77||,"At the junction of the throat, there is always the presence of āgāh, and in the exhaled breath, there is the intense distress of fierce śophaḥ. If a swelling in the form of a valayī occurs, it is called dhanyāt kṛtā; below that location, kapha is present.",
1240,yo dantamāṃseṣu tu raktapittāt pāko bhavet sopakuśaḥ pradiṣṭaḥ|  syāddantavidradhyapi dantamāṃse śophaḥ kaphācchoṇitasañcayotthaḥ||78||,"Even a skilled dentist, if he doesn't take proper precautions, can become infected by a patient with inflamed gums; an accumulation of kapha below the tongue and above the soft palate can also cause oral disorders.",
1241,galasya pārśve galagaṇḍa ekaḥ syādgaṇḍamālā bahubhistu gaṇḍaiḥ|  sādhyāḥ smṛtāḥ pīnasapārśvaśūlakāsajvaracchardiyutāstvasādhyāḥ||79||,"The one who is established in the teeth (phlegm) and bones, and is known as ""opakusuma"" in the flesh and marrow, and who arises from blood - such a Sadyaha is remembered to be associated with the neck and cheek, as indicated by the causal future passive participle ""sādhyāḥ"" referring to Sadyaha, and the instrumental plural ""gaṇḍaiḥ"" referring to the cheek and neck.",
1242,teṣāṃ sirākāyaśirovirekā dhūmaḥ purāṇasya ghṛtasya pānam|  syāllaṅghanaṃ vaktrabhaveṣu cāpi pragharṣaṇaṃ syāt kavalagrahaśca||80||,"At the necks of those, the smoke is that of ancient ghee having been consumed; at the cheeks, sweating, chills, and fever become manifest in the form of pimples, etc., when these symptoms are fully developed.",
1243,aṅgaikadeśeṣvanilādibhiḥ syāt svarūpadhārī sphuraṇaḥ sirābhiḥ|  granthirmahānmāṃsabhavastvanartirmedobhavaḥ snigdhatamaścalaśca||81||,"When, at times, the true form becomes manifest in the angular body parts due to smoke and other things like wind, as well as hair on the body, then there arises an increase in great flesh, a supreme unctuousness that is steady, and a pleasant sensation in the mouth and lips that become smooth.",
1244,saṃśodhite sveditamaśmakāṣṭhaiḥ sāṅguṣṭhadaṇḍairvilayedapakvam|  vipāṭya coddhṛtya bhiṣak sakośaṃ śastreṇa dagdhvā vraṇavaccikitset||82||,"Once, a physician, having cleaned it with gently flowing air and oil made from pure substances, uses his thumb as a probe to fully examine the abscess in the body, which has been previously cleaned. Then, with a surgical instrument, he lances the swollen boil to treat it.",
1245,adagdha īṣat pariśeṣitaśca prayāti bhūyo'pi śanairvivṛddhim|  tasmādaśeṣaḥ kuśalaiḥ samantācchedyo bhavedvīkṣya śarīradeśān||83||  śeṣe kṛte pākavaśena śīryāttataḥ kṣatotthaḥ prasaredvisarpaḥ|  upadravaṃ taṃ pravicārya tajjñastairbheṣajaiḥ  pūrvatarairyathoktaiḥ||84||  nivārayedādita  eva yatnādvidhānavit svasvavidhiṃ vidhāya|  tataḥ krameṇāsya yathāvidhānaṃ vraṇaṃ vraṇajñastvarayā cikitset||85||,"Having purified oneself slightly and having sweated out some of the impurities, one should carefully, in a matured state, break open the abscess using a pestle of stone or wood. Then, the healer, after opening his medical kit, should burn and clean out the abscess. After assessing the situation, experienced healers should apply previously described or other appropriate medicines to the wound. With great care, one must then proceed to treat the wound according to proper procedure, as guided by a wound specialist. (83-85)",
1246,vivarjayet kukṣyudarāśritaṃ ca tathā gale marmaṇi saṃśritaṃ ca|  sthūlaḥ kharaścāpi bhavedvivarjyo yaścāpi bālasthavirābalānām||86||,"One should carefully cause (others) to avoid a person who has taken shelter in the abdomen and also one who has taken shelter near vital organs. Both the coarse and the sharp should be deemed unsuitable, as well as any harmful elements that remain after surgical procedures. After examining the cause of the injury, one should apply previously described remedies, in their proper order, to treat the injury promptly.",
1247,granthyarbudānāṃ ca yato'viśeṣaḥ pradeśahetvākṛtidoṣadūṣyaiḥ|  tataścikitsedbhiṣagarbudāni vidhānavidgranthicikitsitena||87||,"From the digestive system, one should discard that which arises from the improper mixture of coarse and sharp substances; this should be done by a scholar specialized in treating the ""diseases"" of texts, i.e., a pundit or scholar.",
1248,tāmrā saśūlā  piḍakā bhavedyā sā cālajī nāma parisrutāgrā|  śopho'kṣataścarmanakhāntare  syānmāṃsāsradūṣī bhṛśaśīghrapākaḥ||88||,"The physician endowed with skill should examine the cause of the affliction in the remaining portions of the tumorous elephant, as it features rapid, impure growth, and is known as ""Cala-jī.""",
1249,jvarānvitā vaṅkṣaṇakakṣajā yā vartirnirartiḥ kaṭhināyatā ca|  vidārikā sā kaphamārutābhyāṃ teṣāṃ yathādoṣamupakramaḥ syāt||89||  visrāvaṇaṃ piṇḍikayopanāhaḥ pakveṣu caiva vraṇavaccikitsā|,"The discharge , named ""Parasruta"" , located in the blister , becomes rancid due to an inflammation . This symptom arises from an imbalance of phlegm and wind in them. Similarly, oozing , swelling , maturation , and suppuration in wounds indicate an imbalance of these humors.",
1250,visphoṭakāḥ sarvaśarīragāstu sphoṭāḥ [27] sarāgajvaratarṣayuktāḥ||90||,"The bursting of all bodily inflammations, marked by explosive sounds , is associated with fever, cough, and other ailments , when the inherent firmness of the body is disturbed by the aggravated doshas of kapha and vayu at the onset of the disease . Treatment should be initiated with the elimination of the accumulation in the form of pus that forms in the early stages of such a condition.",
1251,yajñopavītapratimāḥ prabhūtāḥ pittānilābhyāṃ janitāstu kakṣāḥ [28] | yāścāparāḥ syuḥ piḍakāḥ prakīrṇāḥ sthūlāṇumadhyā api pittajāstāḥ||91||,"The ribcages, wide and prominent, that originate from both parents are comparable to yajñopavītas (sacred threads). Even those that are coarse, thin, or of medium size are born from the father.",
1252,kṣudrapramāṇāḥ piḍakāḥ śarīre sarvāṅgagāḥ sajvaradāhatṛṣṇāḥ|  kaṇḍūyutāḥ sārucisaprasekā romāntikāḥ pittakaphāt pradiṣṭāḥ||92||,"Small, sized blisters, spread across the whole body, feverish, afflicted by thirst, characterized by itching and exuding pus, and specifically caused by an excess of bile and phlegm in the body.",
1253,yāḥ sarvagātreṣu masūramātrā masūrikāḥ pittakaphāt pradiṣṭāḥ|  vīsarpaśāntyai vihitā kriyā yā tāṃ teṣu  kuṣṭhe ca hitāṃ vidadhyāt||93||,"Restrain through appropriate action those minor bodily activities, such as sneezing and twitching, which are characterized by the manifestation of humor imbalances caused by the combinations of physical factors like bile and phlegm, and accompanied by sensations such as itching and tingling, as well as other symptoms of imbalance like heat in the entire body. These should be restrained in all places when they arise, as they are characterized by the minor physical factors in every bodily location.",
1254,bradhno'nilādyairvṛṣaṇe  svaliṅgairantraṃ nireti praviśenmuhuśca|  mūtreṇa pūrṇaṃ mṛdu medasā cet snigdhaṃ ca vidyāt kaṭhinaṃ ca śotham||94||  virecanābhyaṅganirūhalepāḥ pakveṣu caiva vraṇavaccikitsā|  syānmūtrasekaḥ  kaphajaṃ vipāṭya viśodhya sīvyedvraṇavacca pakvam||95||,"The therapeutic procedures, as prescribed, that involve the use of masura beans in the measurement of massaging various body parts should be applied to alleviate skin disorders, dryness, and edema caused by Kapha and Pitta doshas. Similarly, a massage with masura paste can help heal wounds and ulcers when followed by an application of the same paste.",
1255,krimyasthisūkṣmakṣaṇanavyavāyapravāhaṇānyutkaṭakāśvapṛṣṭhaiḥ  |  gudasya pārśve piḍakā bhṛśārtiḥ pakvaprabhinnā tu bhagandaraḥ syāt||96||  virecanaṃ caiṣaṇapāṭanaṃ ca viśuddhamārgasya ca tailadāhaḥ|  syāt kṣārasūtreṇa supācitena  chinnasya cāsya vraṇavaccikitsā||97||,"With gusts of air from nostrils and other natural openings, one can eliminate blockages in the passage of feces. A soft, unctuous substance like clarified butter can be used for enema administration to alleviate constipation. For a matured ulcer, treatment with sharp, strong purgatives, and external applications like fomentation and ointment can be performed. Purgatives, emetics, and medicated oils are used for thorough bodily cleansing. Through urine expulsion and emesis, accumulated phlegm and waste products can be eliminated, resulting in body purification.",
1256,jaṅghāsu piṇḍīprapadopariṣṭāt [35] syācchlīpadaṃ māṃsakaphāsradoṣāt|  sirākaphaghnaśca vidhiḥ samagrastatreṣyate sarṣapalepanaṃ ca||98||,"A tiny worm located in the bone , subtle and transient , a recent one found in the marrow's flow , as well as a tiny parasite on the back of the hip – this is the prescribed method for completely eradicating grain sprouts . Additionally, a wound on the mouth should be treated with pure oil , alkali , and a clean, sharp bandage , while medical treatment should be administered for any fissure in the air .",
1257,mandāstu pittaprabalāḥ praduṣṭā doṣāḥ sutīvraṃ tanuraktapākam|  kurvanti śothaṃ jvaratarṣayuktaṃ visarpaṇaṃ jālakagardabhākhyam||99||    vilaṅghanaṃ raktavimokṣaṇaṃ ca virūkṣaṇaṃ kāyaviśodhanaṃ ca|  dhātrīprayogāñ śiśirān pradehān kuryāt sadā jālakagardabhasya||100||,"When the digestive fire is weak, impurities are produced: they manifest slowly, derive from enhanced paternal strength, and are tainted by flaws, causing a harsh effect on the son's body and cooking up symptoms similar to an edematous donkey, such as wasting disease and emaciation. Additionally, there are symptoms like rashes, discoloration, foul odor, and bloodletting. Regularly, one should administer therapies, like Dhatri, to counteract these ailments of the edematous donkey condition.",
1258,evaṃvidhāṃścāpyaparān parīkṣya śothaprakārānanilādiliṅgaiḥ|  śāntiṃ nayeddoṣaharairyathāsvamālepanacchedanabhedadāhaiḥ||101||,"After examining those of a different kind, who, by their impure qualities such as causing swelling and named like a donkey, incite severe thirst, fever, and exhaustion, one should, through purgation, bloodletting, and emetics, cleanse such [qualities]. Regularly apply cooling substances, like dhātrī, which counteract the harmful effects of a donkey-like nature, to the body.",
1259,prāyo'bhighātādanilaḥ saraktaḥ śothaṃ sarāgaṃ prakaroti tatra|  vīsarpanunmārutaraktanucca kāryaṃ viṣaghnaṃ viṣaje ca karma||102||,"In most cases, one should carry out there the action of eliminating impurities such as foul smell and excess mucus, which have adhered to and are loved by the wind, by examining other ways that neutralize the causes of disease. Indeed, just as a physician removes foreign matter, applies ointments, lances boils, and administers medicinal smoke, so should one perform such a remedial course of action.",
1260,tatra ślokaḥ  trividhasya doṣabhedāt sarvārdhāvayavagātrabhedācca|  śvayathordvividhasya  tathā liṅgāni cikitsitaṃ coktam||103||,"""Here, it is advised that treatment, desired to be done and prescribed, should be carried out differently according to the distinction of three types of disorders (wind-borne, phlegm-bound, and bile-tainted) and various forms of the patients' bodies.""",
1261,ityagniveśakṛte tantre'prāpte dṛḍhabalasampūrite cikitsāsthāne  śvayathucikitsitaṃ nāma dvādaśo'dhyāyaḥ||12||,"In the twelfth chapter, named ""Specific Treatment,"" found in the Agnivesa-scripture, which is firm, strong, and causatively complete in its presentation, the text discusses three types of therapeutic approaches, based on the divisions of bodily parts and their respective doshas.",
1262,athāto jvaracikitsitaṃ vyākhyāsyāmaḥ||1||  iti ha smāha  bhagavānātreyaḥ||2||,"Hence, having been well-established in the ritual teaching from the Agnivesha Tantra, we will now explain the fever remedy. The Lord Ātreya declared, ""Thus it was.""",
1263,vijvaraṃ jvarasandehaṃ paryapṛcchat punarvasum|  vivikte śāntamāsīnamagniveśaḥ kṛtāñjaliḥ||3||,"Now, Atreya is once again asked about the fever treatment: ""Describe, O healer, this jvara (a type of fever) along with its associated uncertainty."" The inquirer, poised in tranquility, has sought this knowledge from the expert, who is himself established in isolation, having completed his own learning.",
1264,dehendriyamanastāpī sarvarogāgrajo balī|  jvaraḥ pradhāno rogāṇāmukto bhagavatā purā||4||  tasya prāṇisapatnasya dhruvasya pralayodaye|  prakṛtiṃ ca pravṛttiṃ ca prabhāvaṃ kāraṇāni ca||5||  pūrvarūpamadhiṣṭhānaṃ balakālātmalakṣaṇam|  vyāsato vidhibhedācca  pṛthagbhinnasya cākṛtim||6||  liṅgamāmasya jīrṇasya sauṣadhaṃ ca kriyākramam|  vimuñcataḥ praśāntasya cihnaṃ yacca pṛthak pṛthak||7||  jvarāvasṛṣṭo rakṣyaśca yāvatkālaṃ yato yataḥ|  praśāntaḥ kāraṇairyaiśca punarāvartate jvaraḥ||8||  yāścāpi punarāvṛttaṃ kriyāḥ praśamayanti tam|  jagaddhitārthaṃ tat sarvaṃ bhagavan! vaktumarhasi||9||  tadagniveśasya vaco niśamya gururabravīt|  jvarādhikāre yadvācyaṃ tat saumya! nikhilaṃ śṛṇu||10||,"In the presence of a patient overwhelmed by fever and delirium, the teacher, after careful deliberation and achieving a tranquil state of mind, should recite the following words spoken by the fire god regarding the treatment of severe fevers.",
1265,jvaro vikāro rogaśca vyādhirātaṅka eva ca|  eko'rtho  nāmaparyāyairvividhairabhidhīyate||11||,"""In this world, fever, illness, affliction, and ailment are designated as roga, vikara, jvara, and aтанка, respectively. However, the ultimate reality, the one true designation of the aggregate of the body, senses, and mind, is not referred to by these various names. Just as a prudent person protects a feverish patient until they recover, one must similarly safeguard the released true self with appropriate means, for as long as it hasn't yet achieved complete stillness. Such protection of the true self is beneficial for all, O Bhagavan, it is your duty to describe this.""",
1266,tasya prakṛtiruddiṣṭā doṣāḥ śārīramānasāḥ|  dehinaṃ na hi nirdoṣaṃ jvaraḥ samupasevate||12||,"The inherent nature and bodily/mental imperfections of someone have been distinguished; indeed, a fever-like disease does not attach itself to a physically/mentally flawless person.",
1267,kṣayastamo jvaraḥ pāpmā mṛtyuścoktā  yamātmakāḥ|  pañcatvapratyayānnṝṇāṃ kliśyatāṃ svena karmaṇā||13||  ityasya prakṛtiḥ proktā ...|14|,"The nature of that fever, referred to by Yama and characterized by decay (kṣayaḥ), darkness (tamaḥ), affliction (jvaraḥ), and evil (pāpmā), as well as death (mṛtyuḥ), torments those who adhere to the belief in the five elements as their true self. This occurs through their own actions; indeed, those who are free from this ""fever"" are not troubled by the impurities of body or mind. (13-14)",
1268,... pravṛttistu parigrahāt|  nidāne pūrvamuddiṣṭā rudrakopācca dāruṇāt||14||,"The five symptoms -- wasting disease, darkness, fever, wickedness, and death -- that afflict embodied beings arise from their own actions, as previously stated; this is the implied meaning of ""pravrttistu parigrahāt"" (arising from their own actions).",
1269,dvitīye hi yuge śarvamakrodhavratamāsthitam|  divyaṃ sahasraṃ varṣāṇāmasurā abhidudruvuḥ||15||  tapovighnāśanāḥ kartuṃ  tapovighnaṃ mahātmanaḥ|  paśyan samarthaścopekṣāṃ cakre dakṣaḥ prajāpatiḥ||16||,"In the second age, Sarva, steadfast in the vow of non-anger, was struck by a thousand-year drought, divinely ordained and caused by the celestials and demons. Seeing the great-souled one's capability to overcome this ascetic hindrance, Daksha, the lord of creatures, having witnessed it, acted with purpose to remove the ascetic obstacle.",
1270,punarmāheśvaraṃ bhāgaṃ dhruvaṃ dakṣaḥ prajāpatiḥ|  yajñe na kalpayāmāsa procyamānaḥ surairapi||17||  ṛcaḥ paśupateryāśca śaivya āhatayaśca yāḥ|  yajñasiddhipradāstābhirhīnaṃ caiva sa iṣṭavān||18||,"In the second age, Daksha, the Prajapati, resolute in his firm, unwavering vow for a thousand years, participated in the ritual (yajna) as it was being conducted by the gods. Seeing the demons creating obstacles for the great soul's asceticism, he decided to eliminate those hindrances in the yajna. (17)
The hymns (rcah) dedicated to Pasupati and those intended for the Shaivya rituals, which grant success in the ritual, were neglected by him, leading to his incompleteness.",
1271,athottīrṇavrato devo buddhvā dakṣavyatikramam|  rudro raudraṃ puraskṛtya bhāvamātmavidātmanaḥ||19||,"After having turned away from the sacred fire, the god Rudra, becoming aware of Prajapati Daksha's unrighteous intent, performs the rudra state. Established in his own self-knowledge, he partakes in the sacrifices prescribed by the Vedas as Pushupate, rendered powerless by those sacrificial acts meant for his propitiation. Here, ""devaḥ"" referring to Rudra, has distanced himself from ""uttīrṇa vrataḥ"", the sacred fire, indicating his withdrawal from it. The awareness of ""dakṣavyatikramam"", Prajapati Daksha's transgression, prompts Rudra's ""raudraṃ bhāvam"" or fierce state. The phrase ""ātmavidātmanaḥ"" suggests Rudra's deep understanding of his own self, further emphasized by his participation in the Vedic rituals as ""Pushupate,"" a form of Shiva.",
1272,sṛṣṭvā  lalāṭe cakṣurvai dagdhvā tānasurān prabhuḥ|  bālaṃ krodhāgnisantaptamasṛjat satranāśanam||20||  tato yajñaḥ sa vidhvasto vyathitāśca divaukasaḥ|  dāhavyathāparītāśca bhrāntā bhūtagaṇā diśaḥ||21||,"Then, the deity Rudra, having abandoned his vow, became aware and skillfully overstepped his limits. He created and emitted a baleful eye from his forehead, destroying Tānasur, my very self.

The celestial beings and elements of nature were thrown into disarray due to the imminent danger and destruction caused by this act.",
1273,atheśvaraṃ devagaṇaḥ saha saptarṣibhirvibhum|  tamṛgbhirastuvan yāvacchaive bhāve śivaḥ sthitaḥ||22||,"Once the lord of gods was created by Shiva, together with the seven sages, they continued to extol him using hymns, as he took on the form of a bull. Even after reducing the suras to ashes with his anger, Shiva remained in that state. At this point, the celestial beings were distressed and agitated, as all created beings were confused by the darkness enveloping the directions, when the sacrificial fire for its destruction was produced.",
1274,śivaṃ śivāya bhūtānāṃ sthitaṃ jñātvā kṛtāñjaliḥ|  bhiyā bhasmapraharaṇastriśirā navalocanaḥ||23||  jvālāmālākulo raudro hrasvajaṅghodaraḥ kramāt|  krodhāgniruktavān devamahaṃ kiṃ karavāṇi te||24||,"Having learned that I, the deity revered as Shiva, dwell in all beings, one should bow down with reverence. As one realizes my presence in the form of auspiciousness, what can I do for you, O god, who is surrounded by a garland of flames, is fierce, has a short build, and is renowned for anger?",
1275,tamuvāceśvaraḥ krodhaṃ jvaro loke bhaviṣyasi|  janmādau nidhane ca tvamapacārāntareṣu ca||25||,"The lord of all beings, Shiva, recognized as serene, you still harbor anger. In this life, at your birth and death, and in the interim, you will be like a fever in the world. You pay respect with folded hands, but out of fear, you apply ashes to three of your heads, nine of your eyes burn with flames, and your agitated limbs resemble fire. Speaking to the god, you act like another Agni.",
1276,santāpaḥ sārucistṛṣṇā sāṅgamardo hṛdi vyathā|  jvaraprabhāvo janmādau nidhane ca mahattamaḥ||26||  prakṛtiśca  pravṛttiśca prabhāvaśca pradarśitaḥ|27|,"The Supreme Lord said: ""Supreme beings exhibit their inherent power and disposition from birth to death, being afflicted by anger, the craving for sensual pleasures, and bodily distress in this world."" (26-27)",
1277,nidāne kāraṇānyaṣṭau pūrvoktāni  vibhāgaśaḥ||27||,"In the context, the ten causes of suffering mentioned earlier are, namely: thirst, enjoyment, bodily ailments, mental distress, fever, sound, origin, great darkness, nature, and manifestation; these are described at the outset and end.",
1278,ālasyaṃ nayane sāsre jṛmbhaṇaṃ gauravaṃ kramaḥ|  jvalanātapavāyvambubhaktidveṣāvaniścitau||28||  avipākāsyavairasye hāniśca balavarṇayoḥ|  śīlavaikṛtamalpaṃ ca jvaralakṣaṇamagrajam||29||,"The symptoms of idleness in the eyes are described as eightfold: blinking, faintheartedness, deliberation, flaring up from heat, agitation from wind, aversion, dryness in the mouth, and depletion of strength.",
1279,kevalaṃ samanaskaṃ ca jvarādhiṣṭhānamucyate|  śarīraṃ balakālastu nidāne sampradarśitaḥ||30||,"Laziness and eye dullness, as well as yawning, are identified as the initial symptoms of this fever, whose physical seat is manifested in children as diminished appetite and thirst; it is called 'the sole ruler of fever.'",
1280,jvarapratyātmikaṃ liṅgaṃ santāpo dehamānasaḥ|  jvareṇāviśatā bhūtaṃ na hi kiñcinna tapyate||31||,"Fever's specific symptom, identified as the locus of the disease, dwells in the body and mind; indeed, nothing at all gets heated by it. (31)",
1281,dvividho vidhibhedena jvaraḥ śārīramānasaḥ|  punaśca dvividho dṛṣṭaḥ saumyaścāgneya eva vā||32||,"The fever, manifesting in both the body and mind, is of two kinds, as per the division in methods. It can also be observed to be either gently soothing or intensely fiery in nature.",
1282,antarvego bahirvego dvividhaḥ punarucyate|  prākṛto vaikṛtaścaiva sādhyaścāsādhya eva ca||33||,"The fever is classified as twofold: as internal and external, manifest and unmanifest, respectively; and as causally conditioned and unconditioned, in subtle forms.",
1283,punaḥ pañcavidho dṛṣṭo doṣakālabalābalāt|  santataḥ satato'nyedyustṛtīyakacaturthakau||34||  punarāśrayabhedena dhātūnāṃ saptadhā mataḥ|  bhinnaḥ kāraṇabhedena punaraṣṭavidho jvaraḥ||35||,"The fever, previously observed to have five forms based on the variation in the duration and intensity of its occurrence, is now classified as sevenfold, distinguished according to the separate manifestations in internal and external symptoms. Moreover, it is classified as eightfold, based on distinct causes.",
1284,śārīro jāyate pūrvaṃ dehe manasi mānasaḥ|  vaicittyamaratirglānirmanasastāpalakṣaṇam||36||  indriyāṇāṃ ca vaikṛtyaṃ jñeyaṃ  santāpalakṣaṇam|37|,"The body is first produced with five types of attributes: those related to time, strength, and weakness, persisting either continuously or occasionally, arising from various causes. Similarly, seven types of sensory inflammations are distinguished, each having its own specific cause.",
1285,vātapittātmakaḥ śītamuṣṇaṃ vātakaphātmakaḥ||37||  icchatyubhayametattu jvaro vyāmiśralakṣaṇaḥ|38|,"The one having constituents of wind and bile is born with a cold (fever) that is made hot; this fever is marked by both weakness in the senses and wasting of the body, as well as a dislike for both food and drink.",
1286,yogavāhaḥ paraṃ vāyuḥ saṃyogādubhayārthakṛt||38||  dāhakṛttejasā yuktaḥ śītakṛt somasaṃśrayāt|39|,"The foremost carrier of yoga practices is the wind , which, through union , contributes to both humors - one causing heat and the other causing coolness . It strives to maintain equilibrium between them, thereby alleviating fever caused by humoral imbalance. This equilibrium is attained when it absorbs heat from the fire humor and seeks refuge in the moon's coolness .",
1287,antardāho'dhikastṛṣṇā pralāpaḥ śvasanaṃ bhramaḥ||39||  sandhyasthiśūlamasvedo doṣavarcovinigrahaḥ|  antarvegasya liṅgāni jvarasyaitāni lakṣayet||40||  santāpo'bhyadhiko bāhyastṛṣṇādīnāṃ ca mārdavam|  bahirvegasya liṅgāni sukhasādhyatvameva ca||41||,"The inner agitation, exceeding in thirst, is called pralapa when united with heat, and swallowing and dizziness when joined with breath. These, too, are indicators of an internal fever. When combined with coolness, derived from the moon and seeking refuge in the self, it is known as antardaha. The indicators of an external fever are just the opposite of these.",
1288,prākṛtaḥ sukhasādhyastu vasantaśaradudbhavaḥ|  uṣṇamuṣṇena saṃvṛddhaṃ pittaṃ śaradi kupyati||42||  citaḥ śīte kaphaścaivaṃ vasante samudīryate|  varṣāsvamlavipākābhiradbhiroṣadhibhistathā||43||,"The fever arising from natural causes, excessive thirst, delirious speech, and heavy breathing indicate that pitta has been aggravated in spring, caused by the intensifying heat. Likewise, in winter, kapha increases in those with a predisposition, characterized by congestion, heaviness, and mucus; and further exacerbated by seasonal variations such as rains, cold, and unripe fruits.",
1289,sañcitaṃ pittamudriktaṃ  śaradyādityatejasā|  jvaraṃ sañjanayatyāśu tasya cānubalaḥ kaphaḥ||44||  prakṛtyaiva  visargasya tatra nānaśanādbhayam|  adbhiroṣadhibhiścaiva madhurābhiścitaḥ kaphaḥ||45||,"The phlegm, accumulated in the body and made visible, is aggravated by the heat of the summer solstice. This same phlegm is quickly pacified by the cool and tranquil nature of spring. Moreover, it is further alleviated by various means such as sweet tastes, rainfall, and various kinds of herbs.",
1290,hemante sūryasantaptaḥ sa vasante prakupyati|  vasante śleṣmaṇā tasmājjvaraḥ samupajāyate||46||  ādānamadhye tasyāpi vātapittaṃ bhavedanu| ādāvante ca madhye ca buddhvā doṣabalābalam||47||,"In autumn, when the sun's heat is intense, a fever arises in one. Similarly, in early spring, due to an imbalance of phlegm, it is further provoked. Even in this state, by comprehending the relative strength of the bodily humors, and by avoiding irregular eating, one can manage this fever. This can be achieved through the use of warm substances, such as medicinal herbs and honey, during both the onset and cessation of this condition.",
1291,śaradvasantayorvidvāñjvarasya pratikārayet| kālaprakṛtimuddiśya nirdiṣṭaḥ prākṛto jvaraḥ||48||,"In both the spring season and at the onset of autumn, when the heat of the sun wanes, an excess of phlegm gets aggravated; therefore, fever arises. At the beginning, middle, or end of this fever, having recognized whether the wind and bile are weak or strong, one should take appropriate measures in terms of indicating and counteracting the fever's essential nature.",
